,Datetime,Open,High,Low,Close,Volume,Asset
BNB-USD,2024-09-23 04:00:00+00:00,596.6595458984375,597.183349609375,592.3993530273438,594.5608520507812,16332800.0,BNB-USD
BNB-USD,2024-09-23 05:00:00+00:00,594.58740234375,595.97607421875,593.4429931640625,594.4684448242188,11453184.0,BNB-USD
BNB-USD,2024-09-23 06:00:00+00:00,594.5477905273438,594.6996459960938,593.2514038085938,594.0004272460938,0.0,BNB-USD
BNB-USD,2024-09-23 07:00:00+00:00,593.8873901367188,593.8873901367188,590.090087890625,590.7319946289062,3058688.0,BNB-USD
BNB-USD,2024-09-23 08:00:00+00:00,590.8731689453125,591.23583984375,588.4026489257812,589.7942504882812,10553856.0,BNB-USD
BNB-USD,2024-09-23 09:00:00+00:00,589.8655395507812,592.1417846679688,589.8655395507812,591.7578125,1198336.0,BNB-USD
BNB-USD,2024-09-23 10:00:00+00:00,591.9498901367188,592.6032104492188,590.203369140625,591.6000366210938,0.0,BNB-USD
BNB-USD,2024-09-23 11:00:00+00:00,591.745361328125,592.6446533203125,590.2077026367188,592.0565795898438,11902720.0,BNB-USD
BNB-USD,2024-09-23 12:00:00+00:00,592.1173706054688,594.4461669921875,591.8917236328125,593.8467407226562,15766144.0,BNB-USD
BNB-USD,2024-09-23 13:00:00+00:00,593.9277954101562,595.1627197265625,593.0673217773438,593.0673217773438,11135360.0,BNB-USD
BNB-USD,2024-09-23 14:00:00+00:00,593.050537109375,596.2940063476562,593.01513671875,594.7852783203125,8456704.0,BNB-USD
BNB-USD,2024-09-23 15:00:00+00:00,594.7257080078125,600.7425537109375,592.3112182617188,600.7425537109375,39993600.0,BNB-USD
BNB-USD,2024-09-23 16:00:00+00:00,600.469970703125,606.29443359375,600.469970703125,606.29443359375,126552704.0,BNB-USD
BNB-USD,2024-09-23 17:00:00+00:00,606.3992309570312,609.7366943359375,606.3992309570312,608.7676391601562,73672192.0,BNB-USD
BNB-USD,2024-09-23 18:00:00+00:00,608.7603149414062,614.3853759765625,608.5443725585938,613.4754638671875,52194048.0,BNB-USD
BNB-USD,2024-09-23 19:00:00+00:00,613.3107299804688,615.6885375976562,611.1965942382812,612.5941772460938,41710080.0,BNB-USD
BNB-USD,2024-09-23 20:00:00+00:00,612.6240844726562,614.4734497070312,610.4899291992188,610.951171875,0.0,BNB-USD
BNB-USD,2024-09-23 21:00:00+00:00,610.94189453125,611.7061157226562,608.8487548828125,610.073486328125,5074688.0,BNB-USD
BNB-USD,2024-09-23 22:00:00+00:00,610.156494140625,610.156494140625,606.7514038085938,606.7645263671875,0.0,BNB-USD
BNB-USD,2024-09-23 23:00:00+00:00,606.7410278320312,607.28564453125,603.8289184570312,604.322509765625,0.0,BNB-USD
BNB-USD,2024-09-24 00:00:00+00:00,604.347900390625,607.6546630859375,603.8369140625,604.4557495117188,6504448.0,BNB-USD
BNB-USD,2024-09-24 01:00:00+00:00,604.1886596679688,608.5946655273438,603.4098510742188,604.6338500976562,0.0,BNB-USD
BNB-USD,2024-09-24 02:00:00+00:00,604.3262939453125,604.9109497070312,600.7728271484375,604.7399291992188,0.0,BNB-USD
BNB-USD,2024-09-24 03:00:00+00:00,604.6810913085938,606.3339233398438,603.524658203125,606.2747192382812,0.0,BNB-USD
BNB-USD,2024-09-24 04:00:00+00:00,606.28076171875,606.3533935546875,601.6861572265625,602.3937377929688,0.0,BNB-USD
BNB-USD,2024-09-24 05:00:00+00:00,602.4171142578125,602.8218383789062,600.8339233398438,602.371826171875,2059776.0,BNB-USD
BNB-USD,2024-09-24 06:00:00+00:00,602.3526611328125,602.8856811523438,601.398193359375,601.734375,8580480.0,BNB-USD
BNB-USD,2024-09-24 07:00:00+00:00,601.6781616210938,602.8260498046875,601.4078369140625,602.6290893554688,1166080.0,BNB-USD
BNB-USD,2024-09-24 08:00:00+00:00,602.56884765625,605.7284545898438,601.1809692382812,605.6947021484375,16290176.0,BNB-USD
BNB-USD,2024-09-24 09:00:00+00:00,605.58251953125,605.58251953125,601.5958251953125,602.8899536132812,0.0,BNB-USD
BNB-USD,2024-09-24 10:00:00+00:00,602.8881225585938,604.8403930664062,602.7973022460938,603.3560791015625,0.0,BNB-USD
BNB-USD,2024-09-24 11:00:00+00:00,603.3233642578125,604.6943359375,602.1353149414062,603.8240966796875,363136.0,BNB-USD
BNB-USD,2024-09-24 12:00:00+00:00,603.844482421875,606.496337890625,603.6631469726562,603.714599609375,0.0,BNB-USD
BNB-USD,2024-09-24 13:00:00+00:00,603.7190551757812,608.3700561523438,603.7190551757812,607.9849853515625,1643264.0,BNB-USD
BNB-USD,2024-09-24 14:00:00+00:00,607.7339477539062,607.7339477539062,600.4453735351562,605.3220825195312,26574464.0,BNB-USD
BNB-USD,2024-09-24 15:00:00+00:00,605.3094482421875,608.5354614257812,604.8268432617188,606.763427734375,0.0,BNB-USD
BNB-USD,2024-09-24 16:00:00+00:00,606.7774047851562,607.8257446289062,604.9352416992188,607.1973876953125,0.0,BNB-USD
BNB-USD,2024-09-24 17:00:00+00:00,607.0773315429688,609.7296752929688,606.3814697265625,609.4426879882812,0.0,BNB-USD
BNB-USD,2024-09-24 18:00:00+00:00,609.2247314453125,609.334716796875,607.0017700195312,607.3040771484375,0.0,BNB-USD
BNB-USD,2024-09-24 19:00:00+00:00,607.2354736328125,609.7028198242188,606.9747314453125,609.5850830078125,0.0,BNB-USD
BNB-USD,2024-09-24 20:00:00+00:00,609.67041015625,611.0660400390625,607.6596069335938,608.3864135742188,0.0,BNB-USD
BNB-USD,2024-09-24 21:00:00+00:00,608.3463745117188,608.94873046875,607.2461547851562,607.6796264648438,0.0,BNB-USD
BNB-USD,2024-09-24 22:00:00+00:00,607.6625366210938,612.587158203125,606.8525390625,608.4999389648438,29926144.0,BNB-USD
BNB-USD,2024-09-24 23:00:00+00:00,608.305419921875,609.189453125,606.1619262695312,606.58203125,0.0,BNB-USD
BNB-USD,2024-09-25 00:00:00+00:00,606.4373168945312,607.2852172851562,603.177734375,604.1182250976562,0.0,BNB-USD
BNB-USD,2024-09-25 01:00:00+00:00,604.1756591796875,607.7235717773438,604.0543212890625,606.9921264648438,0.0,BNB-USD
BNB-USD,2024-09-25 02:00:00+00:00,606.9173583984375,607.2192993164062,605.7363891601562,606.9346923828125,0.0,BNB-USD
BNB-USD,2024-09-25 03:00:00+00:00,606.8870239257812,606.8870239257812,604.3600463867188,606.812255859375,0.0,BNB-USD
BNB-USD,2024-09-25 04:00:00+00:00,606.8615112304688,606.9476318359375,603.3309326171875,603.4840698242188,0.0,BNB-USD
BNB-USD,2024-09-25 05:00:00+00:00,603.406494140625,603.406494140625,601.3815307617188,601.8565673828125,0.0,BNB-USD
BNB-USD,2024-09-25 06:00:00+00:00,601.8592529296875,601.8592529296875,594.693603515625,594.7286987304688,15015168.0,BNB-USD
BNB-USD,2024-09-25 07:00:00+00:00,594.7461547851562,596.4225463867188,594.1027221679688,596.2711791992188,24747904.0,BNB-USD
BNB-USD,2024-09-25 08:00:00+00:00,596.2213134765625,597.4812622070312,595.1936645507812,597.3461303710938,0.0,BNB-USD
BNB-USD,2024-09-25 09:00:00+00:00,597.2166748046875,597.8650512695312,595.15478515625,595.15478515625,0.0,BNB-USD
BNB-USD,2024-09-25 10:00:00+00:00,595.0601196289062,595.9288940429688,593.7138061523438,594.822509765625,2108416.0,BNB-USD
BNB-USD,2024-09-25 11:00:00+00:00,594.8572387695312,596.2871704101562,593.6986694335938,596.2871704101562,1081984.0,BNB-USD
BNB-USD,2024-09-25 12:00:00+00:00,596.3436279296875,596.5740356445312,594.4114379882812,594.5938110351562,0.0,BNB-USD
BNB-USD,2024-09-25 13:00:00+00:00,594.4813232421875,596.635498046875,592.85205078125,596.6048583984375,5232896.0,BNB-USD
BNB-USD,2024-09-25 14:00:00+00:00,596.6158447265625,598.9539794921875,596.5775146484375,598.9534912109375,0.0,BNB-USD
BNB-USD,2024-09-25 15:00:00+00:00,599.06591796875,599.0817260742188,593.7636108398438,593.7636108398438,0.0,BNB-USD
BNB-USD,2024-09-25 16:00:00+00:00,593.7416381835938,595.2340087890625,593.0813598632812,593.7216796875,0.0,BNB-USD
BNB-USD,2024-09-25 17:00:00+00:00,593.7091674804688,593.8057861328125,586.8235473632812,587.6038208007812,0.0,BNB-USD
BNB-USD,2024-09-25 18:00:00+00:00,587.658447265625,590.6386108398438,587.6101684570312,590.2380981445312,4827264.0,BNB-USD
BNB-USD,2024-09-25 19:00:00+00:00,590.29833984375,591.1018676757812,587.708740234375,587.7100830078125,0.0,BNB-USD
BNB-USD,2024-09-25 20:00:00+00:00,587.6034545898438,588.9743041992188,587.4805908203125,588.925048828125,0.0,BNB-USD
BNB-USD,2024-09-25 21:00:00+00:00,588.73974609375,589.532958984375,588.4879150390625,588.7901000976562,0.0,BNB-USD
BNB-USD,2024-09-25 22:00:00+00:00,588.654052734375,588.654052734375,585.0779418945312,587.2188720703125,0.0,BNB-USD
BNB-USD,2024-09-25 23:00:00+00:00,587.1981201171875,587.1981201171875,584.8862915039062,587.180419921875,0.0,BNB-USD
BNB-USD,2024-09-26 00:00:00+00:00,587.1561279296875,588.2664794921875,583.7076416015625,584.061767578125,7925760.0,BNB-USD
BNB-USD,2024-09-26 01:00:00+00:00,584.28955078125,585.684814453125,581.5531616210938,585.6204223632812,16630272.0,BNB-USD
BNB-USD,2024-09-26 02:00:00+00:00,585.7322387695312,588.5760498046875,585.7322387695312,588.1630859375,17720320.0,BNB-USD
BNB-USD,2024-09-26 03:00:00+00:00,588.1880493164062,588.6946411132812,586.7051391601562,587.7711791992188,12145920.0,BNB-USD
BNB-USD,2024-09-26 04:00:00+00:00,587.8242797851562,588.1866455078125,587.3108520507812,587.4938354492188,2545664.0,BNB-USD
BNB-USD,2024-09-26 05:00:00+00:00,587.5875244140625,591.0537719726562,587.47216796875,590.5927124023438,5557632.0,BNB-USD
BNB-USD,2024-09-26 06:00:00+00:00,590.6172485351562,595.0755004882812,590.6172485351562,594.6556396484375,0.0,BNB-USD
BNB-USD,2024-09-26 07:00:00+00:00,594.8302001953125,596.0509033203125,593.5228881835938,595.99267578125,0.0,BNB-USD
BNB-USD,2024-09-26 08:00:00+00:00,596.0383911132812,596.8689575195312,595.1237182617188,595.14013671875,6040448.0,BNB-USD
BNB-USD,2024-09-26 09:00:00+00:00,594.9970703125,594.9970703125,593.740478515625,594.0562133789062,1316352.0,BNB-USD
BNB-USD,2024-09-26 10:00:00+00:00,594.1687622070312,598.6697998046875,594.0327758789062,597.1513671875,19639936.0,BNB-USD
BNB-USD,2024-09-26 11:00:00+00:00,597.2017822265625,597.2017822265625,595.5513305664062,595.6602783203125,5247616.0,BNB-USD
BNB-USD,2024-09-26 12:00:00+00:00,595.6136474609375,595.8389282226562,593.99267578125,594.0440063476562,27963776.0,BNB-USD
BNB-USD,2024-09-26 13:00:00+00:00,593.5220336914062,594.62646484375,592.5883178710938,593.0502319335938,5429248.0,BNB-USD
BNB-USD,2024-09-26 14:00:00+00:00,593.681396484375,597.2783203125,593.5538940429688,594.674560546875,47245568.0,BNB-USD
BNB-USD,2024-09-26 15:00:00+00:00,593.9090576171875,602.5374755859375,593.678466796875,601.9879760742188,61351808.0,BNB-USD
BNB-USD,2024-09-26 16:00:00+00:00,601.9208374023438,607.6093139648438,601.4278564453125,606.3603515625,51070080.0,BNB-USD
BNB-USD,2024-09-26 17:00:00+00:00,606.25244140625,608.7271118164062,599.7529907226562,599.7529907226562,0.0,BNB-USD
BNB-USD,2024-09-26 18:00:00+00:00,599.6201171875,599.6201171875,595.072998046875,596.2244873046875,8412800.0,BNB-USD
BNB-USD,2024-09-26 19:00:00+00:00,596.3129272460938,596.3343505859375,594.8021240234375,594.8021240234375,16628608.0,BNB-USD
BNB-USD,2024-09-26 20:00:00+00:00,594.5073852539062,594.5645141601562,592.3106689453125,592.6651611328125,25589760.0,BNB-USD
BNB-USD,2024-09-26 21:00:00+00:00,592.6380615234375,596.8694458007812,592.34130859375,596.8213500976562,21648000.0,BNB-USD
BNB-USD,2024-09-26 22:00:00+00:00,596.9659423828125,598.2490234375,596.18359375,596.201904296875,0.0,BNB-USD
BNB-USD,2024-09-26 23:00:00+00:00,596.270263671875,596.961669921875,593.1061401367188,596.7918090820312,2764032.0,BNB-USD
BNB-USD,2024-09-27 00:00:00+00:00,596.6830444335938,598.6170654296875,596.5242309570312,598.51953125,0.0,BNB-USD
BNB-USD,2024-09-27 01:00:00+00:00,598.5897827148438,599.2959594726562,597.5545043945312,598.7415771484375,0.0,BNB-USD
BNB-USD,2024-09-27 02:00:00+00:00,598.7146606445312,602.6273193359375,598.7146606445312,600.7192993164062,29991168.0,BNB-USD
BNB-USD,2024-09-27 03:00:00+00:00,600.7427368164062,604.9994506835938,599.932861328125,604.61279296875,22696704.0,BNB-USD
BNB-USD,2024-09-27 04:00:00+00:00,604.60009765625,606.2882690429688,603.341552734375,603.9473876953125,8806272.0,BNB-USD
BNB-USD,2024-09-27 05:00:00+00:00,603.9097290039062,603.9789428710938,600.5381469726562,603.8309326171875,14477824.0,BNB-USD
BNB-USD,2024-09-27 06:00:00+00:00,604.1031494140625,606.0873413085938,603.9805297851562,606.0421752929688,9917696.0,BNB-USD
BNB-USD,2024-09-27 07:00:00+00:00,605.9827880859375,606.296630859375,604.210693359375,604.3328247070312,0.0,BNB-USD
BNB-USD,2024-09-27 08:00:00+00:00,604.3040771484375,607.740966796875,604.2567749023438,606.6924438476562,6479232.0,BNB-USD
BNB-USD,2024-09-27 09:00:00+00:00,606.6334228515625,608.4348754882812,606.4628295898438,606.4862670898438,23297408.0,BNB-USD
BNB-USD,2024-09-27 10:00:00+00:00,606.5441284179688,606.5441284179688,603.0453491210938,604.1137084960938,0.0,BNB-USD
BNB-USD,2024-09-27 11:00:00+00:00,604.0975952148438,607.83642578125,604.0619506835938,607.83642578125,10038272.0,BNB-USD
BNB-USD,2024-09-27 12:00:00+00:00,607.98974609375,614.3890991210938,607.98974609375,609.134033203125,65275904.0,BNB-USD
BNB-USD,2024-09-27 13:00:00+00:00,609.092041015625,609.856689453125,607.0780029296875,607.5918579101562,17529088.0,BNB-USD
BNB-USD,2024-09-27 14:00:00+00:00,607.6238403320312,613.1912841796875,607.6238403320312,610.4099731445312,15608064.0,BNB-USD
BNB-USD,2024-09-27 15:00:00+00:00,610.4216918945312,612.0639038085938,609.2537231445312,609.2637329101562,0.0,BNB-USD
BNB-USD,2024-09-27 16:00:00+00:00,609.3076782226562,611.9749145507812,607.9545288085938,611.874755859375,0.0,BNB-USD
BNB-USD,2024-09-27 17:00:00+00:00,611.7909545898438,612.268798828125,608.3018798828125,609.4882202148438,0.0,BNB-USD
BNB-USD,2024-09-27 18:00:00+00:00,610.179443359375,610.2420654296875,608.2721557617188,608.329833984375,0.0,BNB-USD
BNB-USD,2024-09-27 19:00:00+00:00,608.4434204101562,609.131103515625,605.8182983398438,605.821533203125,0.0,BNB-USD
BNB-USD,2024-09-27 20:00:00+00:00,605.889892578125,610.1099243164062,605.0051879882812,609.33544921875,0.0,BNB-USD
BNB-USD,2024-09-27 21:00:00+00:00,609.6404418945312,610.6452026367188,607.3494873046875,607.5108642578125,0.0,BNB-USD
BNB-USD,2024-09-27 22:00:00+00:00,607.6419677734375,609.5055541992188,607.2568969726562,609.114013671875,0.0,BNB-USD
BNB-USD,2024-09-27 23:00:00+00:00,609.9314575195312,610.3096923828125,607.9039306640625,607.9039306640625,0.0,BNB-USD
BNB-USD,2024-09-28 00:00:00+00:00,607.5346069335938,608.2457275390625,606.6005859375,607.5675659179688,0.0,BNB-USD
BNB-USD,2024-09-28 01:00:00+00:00,607.744873046875,609.8627319335938,607.423095703125,609.8627319335938,0.0,BNB-USD
BNB-USD,2024-09-28 02:00:00+00:00,609.80126953125,613.7326049804688,606.0759887695312,613.7326049804688,15343104.0,BNB-USD
BNB-USD,2024-09-28 03:00:00+00:00,613.9494018554688,617.2639770507812,611.8823852539062,612.460693359375,88948480.0,BNB-USD
BNB-USD,2024-09-28 04:00:00+00:00,612.4544067382812,612.5548706054688,611.2548828125,611.4194946289062,0.0,BNB-USD
BNB-USD,2024-09-28 05:00:00+00:00,611.30712890625,611.30712890625,606.2360229492188,606.331787109375,0.0,BNB-USD
BNB-USD,2024-09-28 06:00:00+00:00,606.1580200195312,606.1580200195312,600.8248291015625,602.1326293945312,2476032.0,BNB-USD
BNB-USD,2024-09-28 07:00:00+00:00,602.0866088867188,604.4207763671875,602.0107421875,603.7192993164062,3648000.0,BNB-USD
BNB-USD,2024-09-28 08:00:00+00:00,603.67724609375,603.67724609375,599.2413330078125,599.6013793945312,0.0,BNB-USD
BNB-USD,2024-09-28 09:00:00+00:00,599.5159912109375,600.7650756835938,595.337646484375,600.7310180664062,1925632.0,BNB-USD
BNB-USD,2024-09-28 10:00:00+00:00,600.7315673828125,601.4652709960938,599.5462646484375,601.4652709960938,0.0,BNB-USD
BNB-USD,2024-09-28 11:00:00+00:00,601.65185546875,602.6441650390625,600.8048095703125,602.0794677734375,0.0,BNB-USD
BNB-USD,2024-09-28 12:00:00+00:00,602.0503540039062,602.1524047851562,599.838623046875,600.2479858398438,0.0,BNB-USD
BNB-USD,2024-09-28 13:00:00+00:00,600.1508178710938,601.0863037109375,598.0099487304688,601.02294921875,0.0,BNB-USD
BNB-USD,2024-09-28 14:00:00+00:00,600.9772338867188,603.1683349609375,600.9772338867188,602.5516967773438,0.0,BNB-USD
BNB-USD,2024-09-28 15:00:00+00:00,602.6905517578125,602.7811889648438,601.4886474609375,601.4886474609375,0.0,BNB-USD
BNB-USD,2024-09-28 16:00:00+00:00,601.4779052734375,601.7052612304688,600.1181030273438,600.1646728515625,0.0,BNB-USD
BNB-USD,2024-09-28 17:00:00+00:00,600.1050415039062,601.4193115234375,599.9324340820312,600.5992431640625,0.0,BNB-USD
BNB-USD,2024-09-28 18:00:00+00:00,600.6204833984375,601.9681396484375,600.6091918945312,600.79541015625,0.0,BNB-USD
BNB-USD,2024-09-28 19:00:00+00:00,600.7617797851562,601.240478515625,600.4014892578125,600.6168212890625,0.0,BNB-USD
BNB-USD,2024-09-28 20:00:00+00:00,600.6058959960938,600.7239379882812,599.5763549804688,599.5763549804688,0.0,BNB-USD
BNB-USD,2024-09-28 21:00:00+00:00,599.589599609375,599.6316528320312,596.6741333007812,599.3046875,0.0,BNB-USD
BNB-USD,2024-09-28 22:00:00+00:00,599.400634765625,600.916748046875,598.8856811523438,600.7569580078125,0.0,BNB-USD
BNB-USD,2024-09-28 23:00:00+00:00,600.7337036132812,601.7607421875,599.7579956054688,601.5215454101562,569216.0,BNB-USD
BNB-USD,2024-09-29 00:00:00+00:00,601.4515991210938,602.6424560546875,599.7058715820312,599.7058715820312,0.0,BNB-USD
BNB-USD,2024-09-29 01:00:00+00:00,599.6102905273438,600.6865844726562,599.10595703125,600.6865844726562,0.0,BNB-USD
BNB-USD,2024-09-29 02:00:00+00:00,600.656982421875,601.7555541992188,600.3609619140625,600.5626831054688,0.0,BNB-USD
BNB-USD,2024-09-29 03:00:00+00:00,600.6369018554688,600.6369018554688,599.1648559570312,600.43701171875,0.0,BNB-USD
BNB-USD,2024-09-29 04:00:00+00:00,600.4363403320312,600.4363403320312,597.5536499023438,598.1922607421875,1189120.0,BNB-USD
BNB-USD,2024-09-29 05:00:00+00:00,598.2001953125,598.9223022460938,597.2528686523438,597.7897338867188,0.0,BNB-USD
BNB-USD,2024-09-29 06:00:00+00:00,597.8805541992188,598.099853515625,596.160400390625,596.2918701171875,0.0,BNB-USD
BNB-USD,2024-09-29 07:00:00+00:00,596.1434326171875,597.1383666992188,593.8395385742188,593.8395385742188,0.0,BNB-USD
BNB-USD,2024-09-29 08:00:00+00:00,594.107421875,595.4834594726562,593.1646118164062,595.0986328125,0.0,BNB-USD
BNB-USD,2024-09-29 09:00:00+00:00,595.116943359375,597.1985473632812,595.116943359375,595.344482421875,0.0,BNB-USD
BNB-USD,2024-09-29 10:00:00+00:00,595.3386840820312,596.1865844726562,594.4973754882812,595.99951171875,0.0,BNB-USD
BNB-USD,2024-09-29 11:00:00+00:00,595.9654541015625,598.0489501953125,595.9654541015625,597.680419921875,30732416.0,BNB-USD
BNB-USD,2024-09-29 12:00:00+00:00,597.697265625,598.213623046875,595.4508666992188,595.579833984375,0.0,BNB-USD
BNB-USD,2024-09-29 13:00:00+00:00,595.7778930664062,598.2249755859375,594.4427490234375,597.9985961914062,4764160.0,BNB-USD
BNB-USD,2024-09-29 14:00:00+00:00,598.1668090820312,598.2579345703125,596.649169921875,597.1031494140625,0.0,BNB-USD
BNB-USD,2024-09-29 15:00:00+00:00,597.123779296875,597.7415771484375,596.4938354492188,597.15234375,9268736.0,BNB-USD
BNB-USD,2024-09-29 16:00:00+00:00,597.1687622070312,598.0897216796875,596.6279907226562,597.958984375,4905088.0,BNB-USD
BNB-USD,2024-09-29 17:00:00+00:00,597.9297485351562,599.1317138671875,597.8992919921875,598.4320678710938,6765568.0,BNB-USD
BNB-USD,2024-09-29 18:00:00+00:00,598.4799194335938,598.66845703125,597.4108276367188,598.330810546875,8439040.0,BNB-USD
BNB-USD,2024-09-29 19:00:00+00:00,598.3770141601562,599.7313842773438,598.2266235351562,599.6969604492188,827264.0,BNB-USD
BNB-USD,2024-09-29 20:00:00+00:00,599.6282348632812,600.6096801757812,598.58154296875,599.6067504882812,21392000.0,BNB-USD
BNB-USD,2024-09-29 21:00:00+00:00,599.5511474609375,600.864990234375,599.2854614257812,599.8406982421875,143104.0,BNB-USD
BNB-USD,2024-09-29 22:00:00+00:00,600.02294921875,600.5049438476562,597.4877319335938,597.4877319335938,9885696.0,BNB-USD
BNB-USD,2024-09-29 23:00:00+00:00,597.54833984375,597.54833984375,595.5159912109375,596.384765625,5749888.0,BNB-USD
BNB-USD,2024-09-30 00:00:00+00:00,596.3134765625,596.3134765625,584.1646728515625,586.9647827148438,52227200.0,BNB-USD
BNB-USD,2024-09-30 01:00:00+00:00,586.9412841796875,587.7481689453125,582.324462890625,582.5831909179688,35483776.0,BNB-USD
BNB-USD,2024-09-30 02:00:00+00:00,582.479736328125,582.479736328125,575.9774780273438,576.1344604492188,55536384.0,BNB-USD
BNB-USD,2024-09-30 03:00:00+00:00,575.8383178710938,579.3173828125,573.4232788085938,577.982421875,48523776.0,BNB-USD
BNB-USD,2024-09-30 04:00:00+00:00,578.0541381835938,578.0541381835938,575.7723999023438,577.3867797851562,3233152.0,BNB-USD
BNB-USD,2024-09-30 05:00:00+00:00,577.3701782226562,580.5517578125,576.6925659179688,580.5517578125,18024704.0,BNB-USD
BNB-USD,2024-09-30 06:00:00+00:00,580.5311279296875,582.8511352539062,580.5311279296875,581.5830688476562,17513856.0,BNB-USD
BNB-USD,2024-09-30 07:00:00+00:00,581.5072021484375,582.9450073242188,581.13916015625,582.3308715820312,0.0,BNB-USD
BNB-USD,2024-09-30 08:00:00+00:00,582.2680053710938,582.2680053710938,579.6803588867188,580.569091796875,0.0,BNB-USD
BNB-USD,2024-09-30 09:00:00+00:00,580.5891723632812,580.5891723632812,575.347412109375,575.347412109375,7554816.0,BNB-USD
BNB-USD,2024-09-30 10:00:00+00:00,575.3500366210938,575.630859375,571.4810180664062,572.1336059570312,26296192.0,BNB-USD
BNB-USD,2024-09-30 11:00:00+00:00,572.121337890625,575.0894165039062,571.6958618164062,575.00341796875,21851392.0,BNB-USD
BNB-USD,2024-09-30 12:00:00+00:00,574.9234008789062,576.5172729492188,574.2672119140625,576.5172729492188,14513664.0,BNB-USD
BNB-USD,2024-09-30 13:00:00+00:00,576.5465087890625,577.7826538085938,576.2284545898438,577.4635620117188,0.0,BNB-USD
BNB-USD,2024-09-30 14:00:00+00:00,577.4653930664062,577.4653930664062,573.907470703125,575.654296875,1753088.0,BNB-USD
BNB-USD,2024-09-30 15:00:00+00:00,575.9444580078125,576.6111450195312,572.2634887695312,572.2634887695312,8330496.0,BNB-USD
BNB-USD,2024-09-30 16:00:00+00:00,572.1911010742188,573.7060546875,571.2088012695312,571.3253784179688,18452736.0,BNB-USD
BNB-USD,2024-09-30 17:00:00+00:00,571.2572021484375,572.1109619140625,570.455078125,572.0619506835938,6230528.0,BNB-USD
BNB-USD,2024-09-30 18:00:00+00:00,572.35498046875,572.8348388671875,568.7991333007812,571.259033203125,11690496.0,BNB-USD
BNB-USD,2024-09-30 19:00:00+00:00,571.2800903320312,572.8724975585938,571.0028076171875,572.609619140625,4101888.0,BNB-USD
BNB-USD,2024-09-30 20:00:00+00:00,572.4961547851562,574.858642578125,572.4961547851562,574.8155517578125,0.0,BNB-USD
BNB-USD,2024-09-30 21:00:00+00:00,574.7672119140625,574.8065795898438,573.0676879882812,573.3655395507812,0.0,BNB-USD
BNB-USD,2024-09-30 22:00:00+00:00,573.3477172851562,573.5388793945312,570.8596801757812,570.8596801757812,0.0,BNB-USD
BNB-USD,2024-09-30 23:00:00+00:00,570.7957763671875,571.5634155273438,565.0567016601562,567.2279663085938,8762496.0,BNB-USD
BNB-USD,2024-10-01 00:00:00+00:00,567.2727661132812,572.1630249023438,566.632568359375,572.038330078125,0.0,BNB-USD
BNB-USD,2024-10-01 01:00:00+00:00,572.0307006835938,573.4148559570312,571.6768798828125,572.951904296875,0.0,BNB-USD
BNB-USD,2024-10-01 02:00:00+00:00,573.0198364257812,573.1353759765625,570.684814453125,572.8901977539062,0.0,BNB-USD
BNB-USD,2024-10-01 03:00:00+00:00,572.8916015625,576.4005737304688,572.8916015625,576.4005737304688,0.0,BNB-USD
BNB-USD,2024-10-01 04:00:00+00:00,576.349609375,580.6087036132812,576.256591796875,580.4694213867188,17245824.0,BNB-USD
BNB-USD,2024-10-01 05:00:00+00:00,580.6264038085938,580.9502563476562,578.8567504882812,579.6754150390625,0.0,BNB-USD
BNB-USD,2024-10-01 06:00:00+00:00,579.6417846679688,582.3681640625,579.6417846679688,581.87060546875,13772160.0,BNB-USD
BNB-USD,2024-10-01 07:00:00+00:00,581.9713745117188,582.1071166992188,580.3938598632812,581.1345825195312,1425024.0,BNB-USD
BNB-USD,2024-10-01 08:00:00+00:00,581.2189331054688,581.3787841796875,579.5845336914062,580.2557373046875,0.0,BNB-USD
BNB-USD,2024-10-01 09:00:00+00:00,580.33837890625,581.0431518554688,579.0202026367188,579.0802001953125,0.0,BNB-USD
BNB-USD,2024-10-01 10:00:00+00:00,578.853515625,579.3619995117188,577.9992065429688,579.2680053710938,0.0,BNB-USD
BNB-USD,2024-10-01 11:00:00+00:00,579.2857055664062,579.6864013671875,577.6376342773438,577.6480712890625,0.0,BNB-USD
BNB-USD,2024-10-01 12:00:00+00:00,577.6273803710938,578.5480346679688,576.9047241210938,577.7716674804688,0.0,BNB-USD
BNB-USD,2024-10-01 13:00:00+00:00,577.7564697265625,577.7564697265625,566.6559448242188,568.0158081054688,12092672.0,BNB-USD
BNB-USD,2024-10-01 14:00:00+00:00,567.771240234375,569.7588500976562,561.3359985351562,561.3359985351562,38234752.0,BNB-USD
BNB-USD,2024-10-01 15:00:00+00:00,561.4627685546875,563.6188354492188,550.5177612304688,562.1360473632812,110276480.0,BNB-USD
BNB-USD,2024-10-01 16:00:00+00:00,561.9564819335938,562.0231323242188,553.02978515625,555.9115600585938,1106944.0,BNB-USD
BNB-USD,2024-10-01 17:00:00+00:00,555.9276123046875,555.98583984375,541.5890502929688,552.4063110351562,121042176.0,BNB-USD
BNB-USD,2024-10-01 18:00:00+00:00,552.3953247070312,555.9098510742188,549.623291015625,550.8636474609375,17574144.0,BNB-USD
BNB-USD,2024-10-01 19:00:00+00:00,550.8587036132812,551.8798828125,548.6132202148438,549.3277587890625,10800256.0,BNB-USD
